candidate_id	candidate	classification	confidence	references	likely_structural	source_file_count	closest_existing_term	similarity	rationale	sample_locations
glass	Glass	REVIEW	low	1	no	1	Gel (Lighting Filter)	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Refraction (lens effect).md:7
gouraud-shading	Gouraud shading	REVIEW	low	1	no	1	Ground Shadow Pass	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Pong shading (Phong shading___typo%3F).md:14
gradual-change	Gradual change	REVIEW	low	1	no	1	Ground Plane (Reference in CG/Set)	0.54	Low-frequency unresolved label requiring editorial judgment.	pages/Ramp (exposure or motion change).md:7
graphic-design	Graphic design	REVIEW	low	1	no	1	Greensperson (Set Dressing Crew)	0.46	Low-frequency unresolved label requiring editorial judgment.	pages/Screentone (graphic shading).md:7
handles	Handles	REVIEW	low	1	no	1	Half-Life (Lighting / Radioactive Reference)	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Buffer Frame.md:6
harmonics	Harmonics	REVIEW	low	1	no	1	Hemicube (Rendering)	0.47	Low-frequency unresolved label requiring editorial judgment.	pages/Overtone (sound design).md:7
haze	Haze	REVIEW	low	1	no	1	Hue	0.57	Low-frequency unresolved label requiring editorial judgment.	pages/Backscatter (Lighting Effect).md:6
hero-puppet	Hero Puppet	REVIEW	low	1	no	1	House Puppet (Studio Asset)	0.78	Low-frequency unresolved label requiring editorial judgment.	pages/Guide Puppet (Animation Planning).md:7
high-resolution-frames	High-resolution frames	REVIEW	low	1	no	1	High-Speed Photography	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Render farm.md:7
holdout-matte	holdout matte	REVIEW	low	1	no	1	Hard Matte	0.70	Low-frequency unresolved label requiring editorial judgment.	pages/Overlay matte.md:7
homage	Homage	REVIEW	low	1	no	1	Hot Set	0.46	Low-frequency unresolved label requiring editorial judgment.	pages/Quotation (intertextual reference).md:7
human-factors	Human Factors	REVIEW	low	1	no	1	Haptic Feedback (Animation Controls)	0.43	Low-frequency unresolved label requiring editorial judgment.	pages/Haptic Feedback (Animation Controls).md:10
hybrid-animation	Hybrid Animation	REVIEW	low	1	no	1	Hybrid Workflow (Practical + Digital)	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Hand Puppet.md:7
hybrid-cg	Hybrid CG	REVIEW	low	1	no	1	Hard Light	0.53	Low-frequency unresolved label requiring editorial judgment.	pages/Uncanny valley (animation concept).md:18
image-compression	Image compression	REVIEW	low	1	no	1	Impressionism (Lighting/Design Influence)	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Quantization error (image compression).md:13
image-libraries	Image Libraries	REVIEW	low	1	no	1	Image Sequence	0.48	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:31
image-resolution	Image resolution	REVIEW	low	1	no	1	Interpolation (Animation Curves)	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/Quad (image resolution multiple).md:13
image-size	Image size	REVIEW	low	1	no	1	Image Plane	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Resolution (image size).md:7
image-based-lighting-ibl	Image-Based Lighting (IBL)	REVIEW	low	1	no	1	Indirect Lighting	0.59	Low-frequency unresolved label requiring editorial judgment.	pages/Environment Light (HDRI).md:6
independent-animation	Independent Animation	REVIEW	low	1	no	1	Indirect Lighting	0.53	Low-frequency unresolved label requiring editorial judgment.	pages/Kickstarter (animation funding).md:12
inking	Inking	REVIEW	low	1	no	1	Ink & Paint	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Quill pen (animation inking).md:7
input-transform	Input transform	REVIEW	low	1	no	1	Insulation Foam (Set/Puppet Material)	0.53	Low-frequency unresolved label requiring editorial judgment.	pages/Output gamma.md:14
interlacing	Interlacing	REVIEW	low	1	no	1	Intercutting	0.78	Low-frequency unresolved label requiring editorial judgment.	pages/Raster scan (video signal).md:7
interocular-distance	Interocular Distance	REVIEW	low	1	no	1	Interlaced Video	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Convergence (Stereoscopic).md:6
intertextuality	Intertextuality	REVIEW	low	1	no	1	Interactive Light (FX / Compositing)	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/Quotation (intertextual reference).md:7
intervalometer	Intervalometer	REVIEW	low	1	no	1	Integration (Live-Action + Stop-Mo)	0.56	Low-frequency unresolved label requiring editorial judgment.	pages/Magic Lantern (Canon firmware add-on).md:10
inverse-square-law	Inverse square law	REVIEW	low	1	no	1	Inverse Kinematics (IK)	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Quadratic falloff (light physics).md:13
iso-asa	ISO/ASA	REVIEW	low	1	no	1	Ink & Paint	0.38	Low-frequency unresolved label requiring editorial judgment.	pages/Photographic grain.md:13
joint-compound-set-building	Joint compound (set building)	REVIEW	low	1	no	1	Joint Failure (Mechanical Wear)	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — J.md:20
joint-lubricant-armatures	Joint lubricant (armatures)	REVIEW	low	1	no	1	Joint Failure (Mechanical Wear)	0.64	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — J.md:46
joint-tension	Joint Tension	REVIEW	low	1	no	1	Joint Lock (Armature Tension)	0.61	Low-frequency unresolved label requiring editorial judgment.	pages/Hinge Joint (Armature).md:7
jointing-puppets	Jointing (Puppets)	REVIEW	low	1	no	1	Joint (Armature)	0.77	Low-frequency unresolved label requiring editorial judgment.	pages/Gore-Tex Puppet Joint (Fabrication Trick).md:7
joystick-controller	Joystick Controller	REVIEW	low	1	no	1	Juxtaposition of Scale (Stop-Motion Sets)	0.49	Low-frequency unresolved label requiring editorial judgment.	pages/Haptic Feedback (Animation Controls).md:10
kilovolt-lighting-k-units	Kilovolt lighting (K units)	REVIEW	low	1	no	1	Kuleshov Workshop (Pedagogical Term)	0.35	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — K.md:11
knockout-matte-generation	Knockout (matte generation)	REVIEW	low	1	no	1	Knockback (Exposure or Audio Term)	0.59	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — K.md:40
led	LED	REVIEW	low	1	no	1	Leader (Film Strip Head/Tail)	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Anode.md:6
led-lighting	LED lighting	REVIEW	low	1	no	1	Lighting Unit	0.64	Low-frequency unresolved label requiring editorial judgment.	pages/Quasar light (LED tube brand).md:7
led-panel-lighting	LED Panel (Lighting)	REVIEW	low	1	no	1	Leader (Film Strip Head/Tail)	0.53	Low-frequency unresolved label requiring editorial judgment.	pages/Kino Flo (fluorescent lighting).md:12
led-wall-virtual-production	LED Wall (Virtual Production)	REVIEW	low	1	no	1	Lens Cap	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Genlock (Synchronization).md:7
left-of-frame	Left of frame	REVIEW	low	1	no	1	Lens Flare	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Right of frame (composition).md:7
lens-breathing-charts	Lens Breathing Charts	REVIEW	low	1	no	1	Large Format Camera	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:9
lens-calibration-tables	Lens Calibration Tables	REVIEW	low	1	no	1	Large Format Camera	0.33	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:36
lens-filter	Lens filter	REVIEW	low	1	no	1	Lens Flare	0.76	Low-frequency unresolved label requiring editorial judgment.	pages/Polarizer (lens filter).md:13
lens-maps	Lens Maps	REVIEW	low	1	no	1	Lens Cap	0.82	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:8
lighting-check	Lighting check	REVIEW	low	1	no	1	Lighting Unit	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Quick frame (single test frame).md:7
lighting-design	Lighting design	REVIEW	low	1	no	1	Lighting Diagram	0.77	Low-frequency unresolved label requiring editorial judgment.	pages/Rim light.md:7
lighting-techniques	Lighting techniques	REVIEW	low	1	no	1	Lighting Diagram	0.57	Low-frequency unresolved label requiring editorial judgment.	pages/Quartz lamp (lighting).md:13
lighting-test	Lighting test	REVIEW	low	1	no	1	Lighting Stand	0.81	Low-frequency unresolved label requiring editorial judgment.	pages/Bracketed Exposure.md:6
limn-lens	LIMN-LENS	REVIEW	low	1	no	1	Line Test (Animation)	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:43
line-art	Line art	REVIEW	low	1	no	1	Line Test (Animation)	0.71	Low-frequency unresolved label requiring editorial judgment.	pages/Quill pen (animation inking).md:7
line-level	Line Level	REVIEW	low	1	no	1	Line Test (Animation)	0.63	Low-frequency unresolved label requiring editorial judgment.	pages/Impedance (Audio ___ Electronics).md:10
line-of-action	Line of Action	REVIEW	low	1	no	1	Live Action Plate (VFX)	0.65	Low-frequency unresolved label requiring editorial judgment.	pages/Gesture Drawing.md:7
live-view	Live View	REVIEW	low	1	no	1	Line Test (Animation)	0.56	Low-frequency unresolved label requiring editorial judgment.	pages/Electronic Viewfinder (EVF).md:6
live-action-integration	Live-action integration	REVIEW	low	1	no	1	Large Format Camera	0.38	Low-frequency unresolved label requiring editorial judgment.	pages/Pixelation (animation technique).md:13
live-action-puppetry	Live-Action Puppetry	REVIEW	low	1	no	1	Live Action Plate (VFX)	0.76	Low-frequency unresolved label requiring editorial judgment.	pages/Hand Puppet.md:7
load-bearing	Load Bearing	REVIEW	low	1	no	1	Lens Breathing	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/Kip scale (engineering, rigging).md:11
log-encoding	Log encoding	REVIEW	low	1	no	1	Lens Whacking (Freelensing)	0.56	Low-frequency unresolved label requiring editorial judgment.	pages/Negative (film).md:7
logo-animation	Logo Animation	REVIEW	low	1	no	1	Light Painting (Photographic Technique)	0.57	Low-frequency unresolved label requiring editorial judgment.	pages/Ident (Broadcast ID Animation).md:10
logseq	Logseq	REVIEW	low	1	no	1	Lag (Animation Playback)	0.44	Low-frequency unresolved label requiring editorial judgment.	pages/Import (Data___Asset).md:9
long-shot	Long Shot	REVIEW	low	1	no	1	Library Shot (Stock Footage)	0.57	Low-frequency unresolved label requiring editorial judgment.	pages/Medium shot (MS).md:9
long-take	Long take	REVIEW	low	1	no	1	Light Table (Cel Animation)	0.60	Low-frequency unresolved label requiring editorial judgment.	pages/Observation shot.md:9
loop-lighting	loop lighting	REVIEW	low	1	no	1	Lighting Unit	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/Paramount lighting (butterfly lighting).md:14
low-angle-lighting	Low-angle lighting	REVIEW	low	1	no	1	Lighting Stand	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Raking light.md:7
low-light-photography	Low-light photography	REVIEW	low	1	no	1	Lighting Diagram	0.49	Low-frequency unresolved label requiring editorial judgment.	pages/Readout noise (digital sensor).md:7
lut	LUT	REVIEW	low	1	no	1	L-Cut (Audio Trail)	0.75	Low-frequency unresolved label requiring editorial judgment.	pages/Output gamma.md:7
lux-light-measurement	Lux (Light Measurement)	REVIEW	low	1	no	1	L-Cut (Audio Trail)	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Foot Candle (Light Measurement).md:7
mag-stock-magnetic-audio-tape	Mag stock (magnetic audio tape)	REVIEW	low	1	no	1	Magic Hour (Cinematography)	0.53	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — M.md:9
magnetic-tape	Magnetic tape	REVIEW	low	1	no	1	Magic Lantern (Pre-Cinema Device)	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/Quarter-inch tape (audio legacy).md:13
making-of	Making-of	REVIEW	low	1	no	1	Masking (Set Painting / Exposure)	0.75	Low-frequency unresolved label requiring editorial judgment.	pages/Behind the Scenes.md:6
maquette	Maquette	REVIEW	low	1	no	1	Matte (VFX Compositing)	0.77	Low-frequency unresolved label requiring editorial judgment.	pages/Quarter scale (miniature___maquette).md:13
master-craft-rank	Master (Craft Rank)	REVIEW	low	1	no	1	Matte (VFX Compositing)	0.73	Low-frequency unresolved label requiring editorial judgment.	pages/Journeyman (union rank).md:11
master-copy	Master copy	REVIEW	low	1	no	1	Matte Box (Lens Accessory)	0.60	Low-frequency unresolved label requiring editorial judgment.	pages/Release print (film distribution).md:7
matchmoving-live-action-integration	Matchmoving (Live-Action Integration)	REVIEW	low	1	no	1	Match Move	0.76	Low-frequency unresolved label requiring editorial judgment.	pages/Harryhausen (Ray Harryhausen Technique).md:7
materials	Materials	REVIEW	low	1	no	1	Metamerism (Color Science)	0.63	Low-frequency unresolved label requiring editorial judgment.	pages/Epoxy Putty (Puppet Fabrication).md:6
maya	Maya	REVIEW	low	1	no	1	Mat (Set Building Material)	0.57	Low-frequency unresolved label requiring editorial judgment.	pages/Orientation (camera alignment).md:14
measurement	Measurement	REVIEW	low	1	no	1	Model sheet (animation reference)	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Scale ruler (set building).md:7
mechanical-effects	Mechanical Effects	REVIEW	low	1	no	1	Makeup Effects (FX)	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/Eccentric Cam (Rigging).md:6
mechanical-rig	Mechanical Rig	REVIEW	low	1	no	1	Magnification (Optics)	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Hydraulic Rig (FX Support).md:11
media-property	Media property	REVIEW	low	1	no	1	Medium Shot (MS)	0.56	Low-frequency unresolved label requiring editorial judgment.	pages/Reboot (franchise___media).md:7
medium-specificity	Medium specificity	REVIEW	low	1	no	1	Medium Close-Up (MCU)	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Aesthetic Distance.md:6
merchandising	Merchandising	REVIEW	low	1	no	1	Machine Vision (VFX / Capture)	0.59	Low-frequency unresolved label requiring editorial judgment.	pages/Kickstarter (animation funding).md:12
mesh	Mesh	REVIEW	low	1	no	1	M/E Bus (Video Switcher)	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Resolution (3D scan).md:7
metal-rod-rig	Metal rod rig	REVIEW	low	1	no	1	Metamerism (Color Science)	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Nylon wire (puppet rigging).md:6
metric-montage	Metric montage	REVIEW	low	1	no	1	Magic Lantern (Pre-Cinema Device)	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Overtone montage.md:7
miniature-construction	Miniature construction	REVIEW	low	1	no	1	Mixed media animation	0.42	Low-frequency unresolved label requiring editorial judgment.	pages/Quick build (set construction shorthand).md:7
miniature-layout	Miniature layout	REVIEW	low	1	no	1	Material Library (3D / VFX)	0.44	Low-frequency unresolved label requiring editorial judgment.	pages/Radial symmetry (design).md:7
miniature-lighting	Miniature lighting	REVIEW	low	1	no	1	Machine Vision (VFX / Capture)	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Q-beam (lighting term).md:13
miniature-rigging	Miniature rigging	REVIEW	low	1	no	1	Machine Vision (VFX / Capture)	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Recoil rig (FX gag).md:8
miniature-sound	Miniature sound	REVIEW	low	1	no	1	Machine Vision (VFX / Capture)	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Resonance (sound).md:7
